Mod:Item:MetaData, Localized Name
ThermalDynamics:cover:0, Honey Cover
ThermalDynamics:cover:0, Honey Treat Cover
ThermalDynamics:cover:0, Mud Cover
ThermalDynamics:cover:0, Mud Bricks Cover
ThermalDynamics:cover:0, Jade Block Cover
ThermalDynamics:cover:0, Mucus Bomb Cover
ThermalDynamics:cover:0, Silo Supports Cover
ThermalDynamics:cover:0, Silo Roof Cover
ThermalDynamics:cover:0, Formic Acid Cover
ThermalDynamics:cover:0, Amber Door Cover
ThermalDynamics:cover:0, Baobab Door Cover
ThermalDynamics:cover:0, Eucalyptus Door Cover
ThermalDynamics:cover:0, Mahogany Door Cover
ThermalDynamics:cover:0, Mossbark Door Cover
ThermalDynamics:cover:0, Asper Door Cover
ThermalDynamics:cover:0, Cypress Door Cover
ThermalDynamics:cover:0, Rotten Wood Door Cover
ThermalDynamics:cover:0, Petrified Wood Door Cover
ThermalDynamics:cover:0, Scorched Door Cover
ThermalDynamics:cover:0, Marshwood Door Cover
ThermalDynamics:cover:0, Velocity Block Cover
ThermalDynamics:cover:0, Lightning Speed Block Cover
ThermalDynamics:cover:0, Force Lock Cover
ThermalDynamics:cover:0, Pyramid Capstone Cover
ThermalDynamics:cover:0, Wasp Nest Block Cover
ThermalDynamics:cover:0, Gneiss Cover
ThermalDynamics:cover:0, Carved Gneiss Cover
ThermalDynamics:cover:0, Layered Gneiss Cover
ThermalDynamics:cover:0, Gneiss Brick Cover
ThermalDynamics:cover:0, Smooth Gneiss Cover
ThermalDynamics:cover:0, Gneiss Tiles Cover
ThermalDynamics:cover:0, Temple Brick Cover
ThermalDynamics:cover:0, Temple Pillar Cover
ThermalDynamics:cover:0, Temple Tile Cover
ThermalDynamics:cover:0, Gneiss Gas Vent Cover
ThermalDynamics:cover:0, Temple Brick Unbreaking Cover
ThermalDynamics:cover:0, Force Field Cover
ThermalDynamics:cover:0, Anthill Block Cover
ThermalDynamics:cover:0, Umberstone Stairs Cover
ThermalDynamics:cover:0, Umbercobble Stairs Cover
ThermalDynamics:cover:0, Mossy Umbercobble Stairs Cover
ThermalDynamics:cover:0, Webbed Umbercobble Stairs Cover
ThermalDynamics:cover:0, Umbricks Stairs Cover
ThermalDynamics:cover:0, Smooth Umbertile Stairs Cover
ThermalDynamics:cover:0, Smooth Umbertiles Stairs Cover
ThermalDynamics:cover:0, Umberstone Slab Cover
ThermalDynamics:cover:0, Umbercobble Slab Cover
ThermalDynamics:cover:0, Mossy Umbercobble Slab Cover
ThermalDynamics:cover:0, Webbed Umbercobble Slab Cover
ThermalDynamics:cover:0, Umberstone Bricks Slab Cover
ThermalDynamics:cover:0, Umberpaver Slab Cover
ThermalDynamics:cover:0, Mossy Umberpaver Slab Cover
ThermalDynamics:cover:0, Petrified Wood Slab Cover
ThermalDynamics:cover:0, Gneiss Stairs Cover
ThermalDynamics:cover:0, Carved Gneiss Stairs Cover
ThermalDynamics:cover:0, Layered Gneiss Stairs Cover
ThermalDynamics:cover:0, Brick Gneiss Stairs Cover
ThermalDynamics:cover:0, Smooth Gneiss Stairs Cover
ThermalDynamics:cover:0, Tiled Gneiss Stairs Cover
ThermalDynamics:cover:0, Umberstone Wall Cover
ThermalDynamics:cover:0, Umbercobble Wall Cover
ThermalDynamics:cover:0, Mossy Umbercobble Wall Cover
ThermalDynamics:cover:0, Webbed Umbercobble Wall Cover
ThermalDynamics:cover:0, Umbrick Wall Cover
ThermalDynamics:cover:0, Umberpaver Wall Cover
ThermalDynamics:cover:0, Mossy Umberpaver Wall Cover
ThermalDynamics:cover:0, Webbed Umberpaver Wall Cover
ThermalDynamics:cover:0, Amber Brick Wall Cover
ThermalDynamics:cover:0, Petrified Wood Stairs Cover
ThermalDynamics:cover:0, Amber Brick Stairs Cover
ThermalDynamics:cover:0, Wasp Nest Stairs Cover
ThermalDynamics:cover:0, Anthill Stairs (Unused WIP) Cover
ThermalDynamics:cover:0, Belladonna Cover
ThermalDynamics:cover:0, Mandrake Cover
ThermalDynamics:cover:0, Water Artichoke Cover
ThermalDynamics:cover:0, Snowbell Cover
ThermalDynamics:cover:0, Wormwood Cover
ThermalDynamics:cover:0, Minedrake Cover
ThermalDynamics:cover:0, Wolfsbane Cover
ThermalDynamics:cover:0, Garlic Cover
ThermalDynamics:cover:0, Rowan Sapling Cover
ThermalDynamics:cover:0, Alder Sapling Cover
ThermalDynamics:cover:0, Hawthorn Sapling Cover
ThermalDynamics:cover:0, Rowan Wood Cover
ThermalDynamics:cover:0, Alder Wood Cover
ThermalDynamics:cover:0, Hawthorn Wood Cover
ThermalDynamics:cover:0, Rowan Leaves Cover
ThermalDynamics:cover:0, Alder Leaves Cover
ThermalDynamics:cover:0, Hawthorn Leaves Cover
ThermalDynamics:cover:0, Ender Bramble Cover
ThermalDynamics:cover:0, Wild Bramble Cover
ThermalDynamics:cover:0, Glint Weed Cover
ThermalDynamics:cover:0, Spanish Moss Cover
ThermalDynamics:cover:0, Leaping Lily Cover
ThermalDynamics:cover:0, Poppy of Webs Cover
ThermalDynamics:cover:0, Poppy of Ink Cover
ThermalDynamics:cover:0, Poppy of Thorns Cover
ThermalDynamics:cover:0, Poppy of Sprouting Cover
ThermalDynamics:cover:0, Dandelion of Webs Cover
ThermalDynamics:cover:0, Dandelion of Ink Cover
ThermalDynamics:cover:0, Dandelion of Thorns Cover
ThermalDynamics:cover:0, Dandelion of Sprouting Cover
ThermalDynamics:cover:0, Shrub of Webs Cover
ThermalDynamics:cover:0, Shrub of Ink Cover
ThermalDynamics:cover:0, Shrub of Thorns Cover
ThermalDynamics:cover:0, Shrub of Sprouting Cover
ThermalDynamics:cover:0, Ember Moss Cover
ThermalDynamics:cover:0, Critter Snare Cover
ThermalDynamics:cover:0, Wispy Cotton Cover
ThermalDynamics:cover:0, Web Cover
ThermalDynamics:cover:0, Vine Cover
ThermalDynamics:cover:0, Cactus Cover
ThermalDynamics:cover:0, tile.lilypad.name Cover
ThermalDynamics:cover:0, Rowan Planks Cover
ThermalDynamics:cover:0, Alder Planks Cover
ThermalDynamics:cover:0, Hawthorn Planks Cover
ThermalDynamics:cover:0, Rowan Stairs Cover
ThermalDynamics:cover:0, Alder Stairs Cover
ThermalDynamics:cover:0, Hawthorn Stairs Cover
ThermalDynamics:cover:0, Rowan Slab Cover
ThermalDynamics:cover:0, Alder Slab Cover
ThermalDynamics:cover:0, Hawthorn Slab Cover
ThermalDynamics:cover:0, Rowan Slab Cover
ThermalDynamics:cover:0, Alder Slab Cover
ThermalDynamics:cover:0, Hawthorn Slab Cover
ThermalDynamics:cover:0, Rowan Wood Door Cover
ThermalDynamics:cover:0, Alder Wood Door Cover
ThermalDynamics:cover:0, Wicker Bundle Cover
ThermalDynamics:cover:0, Bloodied Wicker Bundle Cover
ThermalDynamics:cover:0, Glow Globe Cover
ThermalDynamics:cover:0, Oak Stockade Cover
ThermalDynamics:cover:0, Spruce Stockade Cover
ThermalDynamics:cover:0, Birch Stockade Cover
ThermalDynamics:cover:0, Jungle Stockade Cover
ThermalDynamics:cover:0, Rowan Stockade Cover
ThermalDynamics:cover:0, Alder Stockade Cover
ThermalDynamics:cover:0, Hawthorn Stockade Cover
ThermalDynamics:cover:0, Acacia Stockade Cover
ThermalDynamics:cover:0, Dark Oak Stockade Cover
ThermalDynamics:cover:0, Ice Stockade Cover
ThermalDynamics:cover:0, Perpetual Ice Cover
ThermalDynamics:cover:0, Ice Door Cover
ThermalDynamics:cover:0, Ice Stairs Cover
ThermalDynamics:cover:0, Ice Slab Cover
ThermalDynamics:cover:0, Ice Slab Cover
ThermalDynamics:cover:0, Ice Fence Cover
ThermalDynamics:cover:0, Ice Gate Cover
ThermalDynamics:cover:0, Ice Pressure Plate Cover
ThermalDynamics:cover:0, Snow Pressure Plate Cover
ThermalDynamics:cover:0, Snow Stairs Cover
ThermalDynamics:cover:0, Snow Slab Cover
ThermalDynamics:cover:0, Snow Slab Cover
ThermalDynamics:cover:0, Infinity Egg Cover
ThermalDynamics:cover:0, Dirt Cover
ThermalDynamics:cover:0, Grass Cover
ThermalDynamics:cover:0, Blood-stained Wool Cover
ThermalDynamics:cover:0, White Shaded Glass Cover
ThermalDynamics:cover:0, Orange Shaded Glass Cover
ThermalDynamics:cover:0, Magenta Shaded Glass Cover
ThermalDynamics:cover:0, Light Blue Shaded Glass Cover
ThermalDynamics:cover:0, Yellow Shaded Glass Cover
ThermalDynamics:cover:0, Lime Shaded Glass Cover
ThermalDynamics:cover:0, Pink Shaded Glass Cover
ThermalDynamics:cover:0, Gray Shaded Glass Cover
ThermalDynamics:cover:0, Silver Shaded Glass Cover
ThermalDynamics:cover:0, Cyan Shaded Glass Cover
ThermalDynamics:cover:0, Purple Shaded Glass Cover
ThermalDynamics:cover:0, Blue Shaded Glass Cover
ThermalDynamics:cover:0, Brown Shaded Glass Cover
ThermalDynamics:cover:0, Green Shaded Glass Cover
ThermalDynamics:cover:0, Red Shaded Glass Cover
ThermalDynamics:cover:0, Black Shaded Glass Cover
ThermalDynamics:cover:0, White Shaded Glass Cover
ThermalDynamics:cover:0, Orange Shaded Glass Cover
ThermalDynamics:cover:0, Magenta Shaded Glass Cover
ThermalDynamics:cover:0, Light Blue Shaded Glass Cover
ThermalDynamics:cover:0, Yellow Shaded Glass Cover
ThermalDynamics:cover:0, Lime Shaded Glass Cover
ThermalDynamics:cover:0, Pink Shaded Glass Cover
ThermalDynamics:cover:0, Gray Shaded Glass Cover
ThermalDynamics:cover:0, Silver Shaded Glass Cover
ThermalDynamics:cover:0, Cyan Shaded Glass Cover
ThermalDynamics:cover:0, Purple Shaded Glass Cover
ThermalDynamics:cover:0, Blue Shaded Glass Cover
ThermalDynamics:cover:0, Brown Shaded Glass Cover
ThermalDynamics:cover:0, Green Shaded Glass Cover
ThermalDynamics:cover:0, Red Shaded Glass Cover
ThermalDynamics:cover:0, Black Shaded Glass Cover
ThermalDynamics:cover:0, Mirror Surface Cover
ThermalDynamics:cover:0, Solid Cover
ThermalDynamics:cover:0, Torment Stone Cover
ThermalDynamics:cover:0, Spirit Portal Cover
ThermalDynamics:cover:0, Torment Portal Cover
ThermalDynamics:cover:0, tile.witchery:light.name Cover
ThermalDynamics:cover:0, Sun Collector Cover
ThermalDynamics:cover:0, Ritual Glyph Cover
ThermalDynamics:cover:0, Otherwhere Glyph Cover
ThermalDynamics:cover:0, Infernal Glyph Cover
ThermalDynamics:cover:0, Flowing Spirit Cover
ThermalDynamics:cover:0, Flowing Spirit Cover
ThermalDynamics:cover:0, Disease Cover
ThermalDynamics:cover:0, tile.witchery:brew.name Cover
ThermalDynamics:cover:0, Rose Vines Cover
ThermalDynamics:cover:0, Frame Cover
ThermalDynamics:retriever:0, Retriever
ThermalDynamics:retriever:1, Hardened Retriever
ThermalDynamics:retriever:2, Reinforced Retriever
ThermalDynamics:retriever:3, Signalum Retriever
ThermalDynamics:retriever:4, Resonant Retriever
ThermalDynamics:relay:0, Redstone Relay
TravellersGear:simpleGear:0, Cloak
TravellersGear:simpleGear:1, Belt
TravellersGear:simpleGear:2, Gold Ring
TravellersGear:simpleGear:3, Silver Ring
TravellersGear:simpleGear:4, Pauldrons
TravellersGear:simpleGear:5, Vambraces
TravellersGear:simpleGear:6, Title Scroll
TravellersGear:simpleGear:6, Title Scroll
TravellersGear:simpleGear:6, Title Scroll
TravellersGear:simpleGear:6, Title Scroll
TravellersGear:simpleGear:6, Title Scroll
TravellersGear:simpleGear:6, Title Scroll
TravellersGear:simpleGear:6, Title Scroll
TravellersGear:simpleGear:6, Title Scroll
TravellersGear:simpleGear:6, Title Scroll
TravellersGear:simpleGear:6, Title Scroll
TravellersGear:simpleGear:6, Title Scroll
TravellersGear:simpleGear:6, Title Scroll
ae2wct:infinityBoosterCard, Infinity Booster Card
ae2wct:infinityBoosterIcon, item.null.name
ae2wct:wirelessCraftingTerminal, Wireless Crafting Terminal
ae2wct:magnetCard, Magnet Card
ae2wct:boosterBG, item.boosterBG.name
witchery:ingredient:0, Candelabra
witchery:ingredient:1, Chalice
witchery:ingredient:2, Chalice (Filled)
witchery:ingredient:3, Dream Weaver of Fleet Foot
witchery:ingredient:4, Dream Weaver of Iron Arm
witchery:ingredient:5, Dream Weaver of Fasting
witchery:ingredient:6, Dream Weaver of Nightmares
witchery:ingredient:7, Bone Needle
witchery:ingredient:8, Broom
witchery:ingredient:9, Enchanted Broom
witchery:ingredient:10, Attuned Stone
witchery:ingredient:11, Attuned Stone (Charged)
witchery:ingredient:12, Waystone
witchery:ingredient:14, Mutandis
witchery:ingredient:15, Mutandis Extremis
witchery:ingredient:16, Quicklime
witchery:ingredient:17, Gypsum
witchery:ingredient:18, Wood Ash
witchery:ingredient:21, Belladonna Flower
witchery:ingredient:22, Mandrake Root
witchery:ingredient:23, Demon Heart
witchery:ingredient:24, Wool of Bat
witchery:ingredient:25, Tongue of Dog
witchery:ingredient:26, Soft Clay Jar
witchery:ingredient:27, Clay Jar
witchery:ingredient:28, Foul Fume
witchery:ingredient:29, Diamond Vapor
witchery:ingredient:30, Oil of Vitriol
witchery:ingredient:31, Exhale of the Horned One
witchery:ingredient:32, Breath of the Goddess
witchery:ingredient:33, Hint of Rebirth
witchery:ingredient:34, Whiff of Magic
witchery:ingredient:35, Reek of Misfortune
witchery:ingredient:36, Odour of Purity
witchery:ingredient:37, Tear of the Goddess
witchery:ingredient:38, Refined Evil
witchery:ingredient:39, Drop of Luck
witchery:ingredient:40, Redstone Soup
witchery:ingredient:41, Flying Ointment
witchery:ingredient:42, Ghost of the Light
witchery:ingredient:43, Soul of the World
witchery:ingredient:44, Spirit of Otherwhere
witchery:ingredient:45, Infernal Animus
witchery:ingredient:46, Witchcraft: Collecting Fumes
witchery:ingredient:47, Witchcraft: Distilling
witchery:ingredient:48, Witchcraft: Circle Magic
witchery:ingredient:49, Witchcraft: Brews & Infusions
witchery:ingredient:50, Raw Porkchop?
witchery:ingredient:51, Cooked Porkchop?
witchery:ingredient:52, Rowan Wood Door
witchery:ingredient:53, Alder Wood Door
witchery:ingredient:54, Rowan Door Key
witchery:ingredient:55, Rock
witchery:ingredient:56, Dense Web
witchery:ingredient:57, Brew of Vines
witchery:ingredient:58, Brew of Webs
witchery:ingredient:59, Brew of Thorns
witchery:ingredient:60, Brew of Ink
witchery:ingredient:61, Brew of Sprouting
witchery:ingredient:62, Brew of Erosion
witchery:ingredient:63, Rowan Berries
witchery:ingredient:64, Necromantic Stone
witchery:ingredient:65, Brew of Raising
witchery:ingredient:66, Spectral Dust
witchery:ingredient:67, Ender Dew
witchery:ingredient:69, Water Artichoke Globe
witchery:ingredient:70, Treefyd Seed
witchery:ingredient:71, Brew of the Grotesque
witchery:ingredient:72, Impregnated Leather
witchery:ingredient:73, Fume Filter
witchery:ingredient:74, Creeper Heart
witchery:ingredient:75, Brew of Love
witchery:ingredient:76, Brew of Frost
witchery:ingredient:77, Brew of the Depths
witchery:ingredient:78, Icy Needle
witchery:ingredient:79, Frozen Heart
witchery:ingredient:80, Demonic Blood
witchery:ingredient:81, Witchcraft: Herbology
witchery:ingredient:82, Ent Twig
witchery:ingredient:83, Mystic Unguent
witchery:ingredient:84, Rowan Keyring
witchery:ingredient:85, Brew of Frogs Tongue
witchery:ingredient:86, Brew of Cursed Leaping
witchery:ingredient:87, Brew of Bodega
witchery:ingredient:88, Brew of Infection
witchery:ingredient:89, Owlet's Wing
witchery:ingredient:90, Toe of Frog
witchery:ingredient:91, Wormy Apple
witchery:ingredient:92, Quartz Sphere
witchery:ingredient:93, Happenstance Oil
witchery:ingredient:94, Seer Stone
witchery:ingredient:95, Brew of Sleeping
witchery:ingredient:96, Brew of Flowing Spirit
witchery:ingredient:97, Brew of Wasting
witchery:ingredient:98, Apple
witchery:ingredient:99, Disturbed Cotton
witchery:ingredient:100, Fanciful Thread
witchery:ingredient:101, Tormented Twine
witchery:ingredient:102, Golden Thread
witchery:ingredient:103, Mellifluous Hunger
witchery:ingredient:104, Dream Weaver of Intensity
witchery:ingredient:105, Purified Milk
witchery:ingredient:106, Book of Biomes
witchery:ingredient:107, Witchcraft: Symbology
witchery:ingredient:108, Concentrated Bat Ball
witchery:ingredient:109, Brew of Bats
witchery:ingredient:110, Charm of Fanciful Thinking
witchery:ingredient:111, Wormwood
witchery:ingredient:112, Subdued Spirit
witchery:ingredient:113, Focused Will
witchery:ingredient:114, Condensed Fear
witchery:ingredient:115, Brew of Hollow Tears
witchery:ingredient:116, Solidifying Brew (Stone)
witchery:ingredient:117, Solidifying Brew (Dirt)
witchery:ingredient:118, Solidifying Brew (Sand)
witchery:ingredient:119, Solidifying Brew (Sandstone)
witchery:ingredient:120, Solidifying Brew (Erosion)
witchery:ingredient:121, Infused Brew Base
witchery:ingredient:122, Infused Brew of Soaring
witchery:ingredient:123, Infused Brew of the Grave
witchery:ingredient:124, Brew of Revealing
witchery:ingredient:125, Brew of Substitution
witchery:ingredient:126, Congealed Spirit
witchery:ingredient:127, Witchcraft: Conjuration & Fetishes
witchery:ingredient:128, Graveyard Dust
witchery:ingredient:129, Binky's Skull
witchery:ingredient:130, Null Catalyst
witchery:ingredient:131, Nullified Leather
witchery:ingredient:132, Wooden Bolt
witchery:ingredient:133, Nullifying Bolt
witchery:ingredient:134, Bone Bolt
witchery:ingredient:135, Splitting Bolt
witchery:ingredient:136, Soul of Hunger Demon
witchery:ingredient:137, Soul of Anguish Demon
witchery:ingredient:138, Soul of Fear Demon
witchery:ingredient:139, Soul of Torment Demon
witchery:ingredient:140, Demonic Contract
witchery:ingredient:141, Torment
witchery:ingredient:142, Living Flame
witchery:ingredient:143, Fiery Tolerance
witchery:ingredient:144, Evaporation
witchery:ingredient:145, Fiery Touch
witchery:ingredient:146, Melting Touch
witchery:ingredient:148, Koboldite Dust
witchery:ingredient:149, Koboldite Nugget
witchery:ingredient:150, Koboldite Ingot
witchery:ingredient:151, Pentacle
witchery:ingredient:152, Ice Door
witchery:ingredient:153, Anointing Paste
witchery:ingredient:154, Subdued Village Spirit
witchery:ingredient:155, Silver Bolt
witchery:ingredient:156, Wolfsbane
witchery:ingredient:157, Silver Deposits
witchery:ingredient:158, Raw Lambchop
witchery:ingredient:159, Cooked Lambchop
witchery:ingredient:160, Torn Page
witchery:ingredient:161, Woven Cruor
witchery:ingredient:162, Wooden Stake
witchery:ingredient:163, Warm Blood
witchery:ingredient:164, Lilith's Blood
witchery:ingredient:165, Heart of Gold
witchery:taglockkit, Taglock Kit
witchery:poppet:0, Poppet
witchery:poppet:1, Earth Protection Poppet
witchery:poppet:2, Water Protection Poppet
witchery:poppet:3, Fire Protection Poppet
witchery:poppet:4, Hunger Protection Poppet
witchery:poppet:5, Tool Protection Poppet
witchery:poppet:6, Death Protection Poppet
witchery:poppet:7, Voodoo Protection Poppet
witchery:poppet:8, Voodoo Poppet
witchery:poppet:9, Vampiric Poppet
witchery:poppet:10, Poppet Protection Poppet
witchery:poppet:11, Armor Protection Poppet
witchery:potion:0, Universal Antidote
witchery:coffin, Coffin
witchery:stew, Meaty Stew
witchery:stewraw, Raw Meaty Stew
witchery:mirror, Mirror
witchery:chalkritual, Ritual Chalk
witchery:chalkotherwhere, Otherwhere Chalk
witchery:chalkinfernal, Infernal Chalk
witchery:chalkheart, Golden Chalk
witchery:boline, Boline
witchery:arthana, Arthana
witchery:huntsmanspear, Spear of the Huntsman
witchery:handbow, Witch Hunter Pistol Crossbow
witchery:deathshand, Hand of Death
witchery:silversword, Silver Sword
witchery:canesword, Cane Sword
witchery:witchhand, Witches Hand
witchery:circletalisman:0, Circle Talisman
witchery:circletalisman:1, Circle Talisman (Small Ritual)
witchery:circletalisman:2, Circle Talisman (Small Otherwhere)
witchery:circletalisman:3, Circle Talisman (Small Infernal)
witchery:circletalisman:8, Circle Talisman (Medium Ritual)
witchery:circletalisman:16, Circle Talisman (Medium Otherwhere)
witchery:circletalisman:24, Circle Talisman (Medium Infernal)
witchery:circletalisman:64, Circle Talisman (Large Ritual)
witchery:circletalisman:128, Circle Talisman (Large Otherwhere)
witchery:circletalisman:192, Circle Talisman (Large Infernal)
witchery:mysticbranch, Mystic Branch
witchery:divinerwater, Water Diviner
witchery:divinerlava, Lava Diviner
witchery:polynesiacharm, Polynesia Charm
witchery:devilstonguecharm, Devils Tongue Charm
witchery:mutator, Mutating Sprig
witchery:louse:0, Parasytic Louse
witchery:brewbag, Brew Bag
witchery:spectralstone:0, Spectral Stone
witchery:spectralstone:17, Spectral Stone
witchery:spectralstone:18, Spectral Stone
witchery:spectralstone:19, Spectral Stone
witchery:shelfcompass, Poppet Shelf Compass
witchery:kobolditepickaxe, Koboldite Pickaxe
witchery:dupstaff, Staff of Duplication
witchery:brewbottle:0, Brew
witchery:brew.fuel:0, Brew of Combustion
witchery:brew.water, Brew of Endless Water
witchery:bookbiomes2, Book of Biomes (Extended Edition)
witchery:biomenote:0, Biome Beach
witchery:cauldronbook:0, Witches' Brews
witchery:leonardsurn:0, Leonard's Urn
witchery:leonardsurn:1, Leonard's Urn
witchery:leonardsurn:2, Leonard's Urn
witchery:leonardsurn:3, Leonard's Urn
witchery:playercompass, Player Compass
witchery:mooncharm, Moon Charm
witchery:hornofthehunt, Horn of the Hunt
witchery:wolftoken, Creative Bat/Wolf Token
witchery:glassgoblet:0, Glass Goblet
witchery:sungrenade, Sun Grenade
witchery:vampirebook:0, Observations of an Immortal
witchery:vampirebook:9, Observations of an Immortal
witchery:dupgrenade, Duplication Grenade
witchery:witchhat, Witches' Hat
witchery:babashat, Baba Yaga's Hat
witchery:witchrobe, Witches Robes
witchery:necromancerrobe, Necromancer Robes
witchery:bitingbelt, Biting Belt
witchery:barkbelt, Bark Belt
witchery:iceslippers, Icy Slippers
witchery:rubyslippers, Ruby Slippers
witchery:seepingshoes, Seeping Shoes
witchery:hunterhat, Witch Hunter Hat
witchery:huntercoat, Witch Hunter Coat
witchery:hunterlegs, Witch Hunter Trousers
witchery:hunterboots, Witch Hunter Boots
witchery:hunterhatsilvered, Witch Hunter Hat (Silvered)
witchery:huntercoatsilvered, Witch Hunter Coat (Silvered)
witchery:hunterlegssilvered, Witch Hunter Trousers (Silvered)
witchery:hunterbootssilvered, Witch Hunter Boots (Silvered)
witchery:hunterhatgarlicked, Witch Hunter Dawn Hat
witchery:huntercoatgarlicked, Witch Hunter Dawn Coat
witchery:hunterlegsgarlicked, Witch Hunter Dawn Trousers
witchery:hunterbootsgarlicked, Witch Hunter Dawn Boots
witchery:deathscowl, Death's Hood
witchery:deathsrobe, Death's Robe
witchery:deathsfeet, Death's Footwear
witchery:quiverofmog, Mog's Quiver
witchery:gurdleofgulg, Gulg's Gurdle
witchery:kobolditehelm, Twisting Band
witchery:earmuffs, Earmuffs
witchery:vampirehat, Vampire Top Hat
witchery:vampirehelmet, Vampire Helmet
witchery:vampirecoat, Vampire Dress Coat
witchery:vampirecoat_female, Vampire Dress Jacket (Ladies)
witchery:vampirechaincoat, Vampire Chain Coat
witchery:vampirechaincoat_female, Vampire Chain Coat (Ladies)
witchery:vampirelegs, Vampire Trousers
witchery:vampirelegs_kilt, Vampire Skirted Trousers
witchery:vampireboots, Vampire Oxford Boots
witchery:seedsbelladonna, Belladonna Seeds
witchery:seedsmandrake, Mandrake Seeds
witchery:seedsartichoke, Water Artichoke Seeds
witchery:seedssnowbell, Snowbell Seeds
witchery:seedswormwood, Wormwood Seeds
witchery:seedsmindrake, Minedrake Bulb
witchery:seedswolfsbane, Wolfsbane Seeds
witchery:garlic, Garlic
witchery:bucketspirit, Spirit Bucket
witchery:buckethollowtears, Hollow Tears Bucket
witchery:bucketbrew, item.witchery:bucketbrew.name
WitchingGadgets:item.WG_Material:0, Yarn
WitchingGadgets:item.WG_Material:1, Golden Thread
WitchingGadgets:item.WG_Material:2, Thaumium Thread
WitchingGadgets:item.WG_Material:3, Cloth of Spacious Folds
WitchingGadgets:item.WG_Material:4, Golden Fabric
WitchingGadgets:item.WG_Material:5, Bewitched Fleece
WitchingGadgets:item.WG_Material:6, Wolf Pelt
WitchingGadgets:item.WG_Material:7, Arcane Abacus
WitchingGadgets:item.WG_Material:8, Gemcutter's Tools
WitchingGadgets:item.WG_Material:9, Iconographic Plate
WitchingGadgets:item.WG_Material:10, Developed Iconograph
WitchingGadgets:item.WG_Material:11, Guiding Thread
WitchingGadgets:item.WG_Material:12, Powerless Pearl
WitchingGadgets:item.WG_Material:13, Gemstone Dust
WitchingGadgets:item.WG_Material:18, Gold Coin
WitchingGadgets:item.WG_Bag:0, Bag of Tricks
WitchingGadgets:item.WG_Bag:1, Voidlinked Bag
WitchingGadgets:item.WG_Bag:2, Enderlinked Bag
WitchingGadgets:item.WG_Bag:3, Hungry Bag
WitchingGadgets:item.WG_ThaumiumShears, Thaumium Shears
WitchingGadgets:item.WG_AdvancedRobeChest, Bewitched Robe
WitchingGadgets:item.WG_AdvancedRobeLegs, Bewitched Leggings
WitchingGadgets:item.WG_MagicFood:0, Sweetwart
WitchingGadgets:item.WG_MagicFood:1, Nethercake
WitchingGadgets:item.WG_Cloak:0, Cloak
WitchingGadgets:item.WG_Cloak:1, Spectral Mantle
WitchingGadgets:item.WG_Cloak:2, Cloak of Voluminous Pockets
WitchingGadgets:item.WG_Cloak:3, Wolven Cloak
WitchingGadgets:item.WG_Kama:0, Kama
WitchingGadgets:item.WG_Kama:1, Spectral Kama
WitchingGadgets:item.WG_Kama:2, Kama of Voluminous Pockets
WitchingGadgets:item.WG_Kama:3, Wolven Kama
WitchingGadgets:item.WG_InfusedGem, Infused Gem
WitchingGadgets:item.WG_Baubles:0, Seraph's Shoulders
WitchingGadgets:item.WG_Baubles:1, Steadfast Spaulders
WitchingGadgets:item.WG_Baubles:2, Berserker's Bracers
WitchingGadgets:item.WG_Baubles:3, Vambraces of Steady Progression
WitchingGadgets:item.WG_Baubles:4, Title: Crimson Cult
WitchingGadgets:item.WG_Baubles:4, Title: Crimson Cult
WitchingGadgets:item.WG_Baubles:4, Title: Crimson Cult
WitchingGadgets:item.WG_Baubles:5, Ring of the Covetous Coin
WitchingGadgets:item.WG_Baubles:6, Band of the Sniper
WitchingGadgets:item.WG_ScanCamera, Thaumic Iconograph Box
WitchingGadgets:item.WG_PrimordialGlove, Primordial Gauntlet
WitchingGadgets:item.WG_PrimordialHammer, Primordial Warhammer
WitchingGadgets:item.WG_PrimordialAxe, Primordial Greataxe
WitchingGadgets:item.WG_PrimordialSword, Primordial Claymore
WitchingGadgets:item.WG_PrimordialHelm, Primordial Helm
WitchingGadgets:item.WG_PrimordialChest, Primordial Cuirass
WitchingGadgets:item.WG_PrimordialLegs, Primordial Greaves
WitchingGadgets:item.WG_PrimordialBoots, Primordial Boots
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
